Parcela;Placa;Especie;Familia;DAP_cm
P16;9;Trema micrantha;Cannabaceae;34,31
P16;10;Castilla tunu;Moraceae;21,29
P16;11;Protium sp nov;Burseraceae;10,72
P16;12;Andira inermis;Fabaceae;21,98
P16;13;Hampea punctulata;Malvaceae;11,28
P16;14;Theobroma cacao;Malvaceae;16,68
P16;15;Hirtella mutisii;Chrysobalanaceae;18,24
P16;16;Hampea punctulata;Malvaceae;21,93
P16;17;Hampea punctulata;Malvaceae;20,02
P16;18;Castilla tunu;Moraceae;14,25
P16;19;Castilla tunu;Moraceae;17,25
P16;20;Castilla tunu;Moraceae;18,75
P16;21;Pouteria subrotata;Sapotaceae;22,5
P16;22;Pouteria subrotata;Sapotaceae;24,84
P16;23;Pouteria subrotata;Sapotaceae;13,32
P16;24;Castilla tunu;Moraceae;10,47
P16;25;Unonopsis aviceps;Annonaceae;21,42
P16;26;Castilla tunu;Moraceae;11,9
P16;27;Cecropia obtusifolia;Urticaceae;15,2
P16;28;Castilla tunu;Moraceae;9,55
P16;29;Clarisia racemosa;Moraceae;49,15
P16;30;Cecropia membranacea;Urticaceae;21,04
P16;31;Cecropia membranacea;Urticaceae;20,28
P16;32;Pouteria subrotata;Sapotaceae;35,43
P16;33;Piper reticulatum;Piperaceae;12,61
P16;34;Dichapetalum axillare;Dichapetalaceae;10,85
P16;35;Castilla tunu;Moraceae;33,31
P16;36;Mayna sp1;Achariaceae;49,24
P16;37;Astrocaryum standleyanum;Arecaceae;22,91
P16;38;Castilla tunu;Moraceae;14,93
P16;39;Prioria copaifera;Fabaceae;44,74
P16;40;Eschweilera integrifolia;Lecythidaceae;9,88
P16;41;Posoqueria latifolia;Rubiaceae;20,5
P16;42;Castilla tunu;Moraceae;10,61
P16;43;Cecropia obtusifolia;Urticaceae;15,58
P16;44;Matisia sp1;Malvaceae;58,44
P16;45;Astrocaryum standleyanum;Arecaceae;20,09
P16;46;Lunania parviflora;Salicaceae;25,98
P16;47;Lunania parviflora;Salicaceae;22,1
P16;48;Lunania parviflora;Salicaceae;27,92
P16;49;Guatteria tonduzii;Annonaceae;10,27
P16;50;Tetrathylacium johansenii;Salicaceae;20,64
P16;51;Astrocaryum standleyanum;Arecaceae;19,77
P16;52;Lunania parviflora;Salicaceae;13,24
P16;53;Simira cordifolia;Rubiaceae;25,85
P16;54;Astrocaryum standleyanum;Arecaceae;17,43
P16;55;Triplaris americana;Polygonaceae;27,6
P16;56;Coccoloba coronata;Polygonaceae;24,51
P16;57;Castilla tunu;Moraceae;34,3
P16;58;Anacardium excelsum;Anacardiaceae;114,12
P16;59;Cecropia membranacea;Urticaceae;12,03
P16;60;Castilla tunu;Moraceae;19,02
P16;61;Protium sp nov;Burseraceae;12,47
P16;62;Virola sp2;Myristicaceae;19,36
P16;63;Maquira guianensis;Moraceae;17,51
P16;64;Eugenia biflora;Myrtaceae;12,32
P16;65;Lunania parviflora;Salicaceae;27,15
P16;66;Luehea seemannii;Malvaceae;36,44
P16;67;Batocarpus costaricensis;Moraceae;19,83
P16;68;Coccoloba coronata;Polygonaceae;9,87
P17;1;Hieronyma duquei;Phyllanthaceae;10,03
P17;2;Ocotea balanocarpa;Lauraceae;13,4
P17;3;Ocotea balanocarpa;Lauraceae;16,49
P17;4;Prunus integrifolia;Rosaceae;16,09
P17;5;Myrcia sp1;Myrtaceae;14,32
P17;6;Guarea glabra;Meliaceae;14,8
P17;7;Eugenia sp2;Myrtaceae;13,11
P17;8;Spirotheca rosea;Malvaceae;17,57
P17;9;Elaeagia karstenii;Rubiaceae;19,7
P17;10;Hieronyma duquei;Phyllanthaceae;16,34
P17;11;Couepia platycalyx;Chrysobalanaceae;25,91
P17;12;Guatteria lehmannii;Annonaceae;28,31
P17;13;Billia rosea;Sapindaceae;22,54
P17;14;Vismia laevis;Hypericaceae;10,89
P17;15;Calophyllum brasiliense;Calophyllaceae;21,48
P17;16;Alchornea grandiflora;Euphorbiaceae;39,44
P17;17;Alchornea grandiflora;Euphorbiaceae;18,46
P17;18;Ocotea sp8;Lauraceae;9,15
P17;19;Vismia laevis;Hypericaceae;10,89
P17;20;Myrsine coriacea;Primulaceae;13,82
P17;21;Miconia poeppigii;Melastomataceae;9,86
P17;22;Alchornea coelophylla;Euphorbiaceae;24,4
P17;23;Alchornea coelophylla;Euphorbiaceae;20,52
P17;24;Beilschmiedia costaricensis;Lauraceae;22,04
P17;25;Ocotea sp8;Lauraceae;12,14
P17;26;Elaeagia karstenii;Rubiaceae;25,31
P17;27;Couepia platycalyx;Chrysobalanaceae;35,6
P17;28;Elaeagia pastoensis;Rubiaceae;22,28
P17;29;Piper longispicum;Piperaceae;12,38
P17;30;Guarea glabra;Meliaceae;10,7
P17;31;Ocotea sp8;Lauraceae;29,09
P17;32;Alchornea coelophylla;Euphorbiaceae;15,01
P17;33;Alchornea coelophylla;Euphorbiaceae;11,78
P17;34;Myrsine sp1;Primulaceae;11,33
P17;35;Myrsine coriacea;Primulaceae;11,17
P17;36;Hieronyma duquei;Phyllanthaceae;17,02
P17;37;Guatteria lehmannii;Annonaceae;13,56
P17;38;Hieronyma duquei;Phyllanthaceae;15,6
P17;39;Guatteria lehmannii;Annonaceae;25,72
P17;40;Guatteria lehmannii;Annonaceae;12,65
P17;41;Guatteria lehmannii;Annonaceae;12,77
P17;42;Guatteria lehmannii;Annonaceae;20,57
P17;43;Alchornea coelophylla;Euphorbiaceae;17,83
P17;44;Elaeagia pastoensis;Rubiaceae;18,58
P17;45;Couepia platycalyx;Chrysobalanaceae;21,17
P17;46;Hieronyma duquei;Phyllanthaceae;17,38
P17;47;Elaeagia karstenii;Rubiaceae;18,21
P17;48;Richeria grandis;Phyllanthaceae;15,73
P17;49;Elaeagia karstenii;Rubiaceae;15,51
P17;50;Guatteria lehmannii;Annonaceae;27,32
P17;51;Hedyosmum cuatrecazanum;Chloranthaceae;10,15
P17;52;Miconia poeppigii;Melastomataceae;12,35
P17;53;Miconia poeppigii;Melastomataceae;21,91
P17;54;Vismia laevis;Hypericaceae;13,49
P17;55;Inga multijuga;Fabaceae;23,87
P17;56;Eugenia sp2;Myrtaceae;9,75
P17;57;Guarea glabra;Meliaceae;19,14
P17;58;Elaeagia karstenii;Rubiaceae;22,22
P17;59;Matayba sp3;Sapindaceae;17,82
P17;60;Persea sp4;Lauraceae;9,2
P17;61;Inga multijuga;Fabaceae;12,58
P17;62;Croton magdalenensis;Euphorbiaceae;34
P17;63;Hedyosmum cuatrecazanum;Chloranthaceae;48,1
P17;64;Inga multijuga;Fabaceae;11,98
P17;65;Miconia poeppigii;Melastomataceae;16,29
P17;66;Croton magdalenensis;Euphorbiaceae;30,18
P17;67;Elaeagia karstenii;Rubiaceae;19,58
P17;68;Prunus integrifolia;Rosaceae;12,69
P17;69;Guarea glabra;Meliaceae;17,42
P17;70;Lozania mutisiana;Lacistemataceae;24,95
P17;71;Elaeagia karstenii;Rubiaceae;13,91
P17;72;Lozania mutisiana;Lacistemataceae;32,72
P17;73;Croton magdalenensis;Euphorbiaceae;21,71
P17;74;Miconia floribunda;Melastomataceae;10,98
P17;75;Vismia laevis;Hypericaceae;18,83
P17;76;Croton magdalenensis;Euphorbiaceae;16,41
P17;77;Vismia laevis;Hypericaceae;11,48
P17;78;Vismia laevis;Hypericaceae;16,34
P17;79;Hedyosmum cuatrecazanum;Chloranthaceae;23,24
P17;80;Hedyosmum cuatrecazanum;Chloranthaceae;18,59
P17;81;Hedyosmum cuatrecazanum;Chloranthaceae;13,78
P17;82;Croton magdalenensis;Euphorbiaceae;17,74
P17;83;Eugenia sp2;Myrtaceae;41,65
P17;84;Vismia laevis;Hypericaceae;20,98
P17;85;Marila podantha;Calophyllaceae;16,07
P17;86;Hedyosmum cuatrecazanum;Chloranthaceae;15,18
P17;87;Hedyosmum cuatrecazanum;Chloranthaceae;18,15
P17;88;Hieronyma duquei;Phyllanthaceae;14,83
P17;89;Hieronyma duquei;Phyllanthaceae;15,06
P17;90;Clethra fagifolia;Clethraceae;11,4
P17;91;Calophyllum brasiliense;Calophyllaceae;18,05
P17;92;Calophyllum brasiliense;Calophyllaceae;19,3
P17;93;Hieronyma duquei;Phyllanthaceae;33,82
P17;94;Calophyllum brasiliense;Calophyllaceae;11,57
P17;95;Stephanopodium aptotum;Dichapetalaceae;10,35
P17;96;Calophyllum brasiliense;Calophyllaceae;19,76
P17;97;Elaeagia pastoensis;Rubiaceae;19,19
P17;98;Ficus americana;Moraceae;14,13
P17;99;Hieronyma duquei;Phyllanthaceae;39,51
P17;100;Hieronyma duquei;Phyllanthaceae;10,92
P17;101;Croton magdalenensis;Euphorbiaceae;16,08
P17;102;Persea cuneata;Lauraceae;14,74
P17;103;Elaeagia karstenii;Rubiaceae;15,24
P17;104;Hieronyma duquei;Phyllanthaceae;10,79
P17;105;Miconia theizans;Melastomataceae;14,39
P17;106;Croton magdalenensis;Euphorbiaceae;19,42
P17;107;Croton magdalenensis;Euphorbiaceae;24,93
P17;108;Panopsis sp1;Proteaceae;9,77
P17;109;Miconia theizans;Melastomataceae;14,4
P17;110;Hedyosmum cuatrecazanum;Chloranthaceae;14,17
P17;111;Croton magdalenensis;Euphorbiaceae;28,62
P17;112;Hedyosmum cuatrecazanum;Chloranthaceae;14,68
P17;113;Vismia laevis;Hypericaceae;10,59
P17;114;Hedyosmum cuatrecazanum;Chloranthaceae;18,26
P17;115;Dioicodendron dioicum;Rubiaceae;10,33
P17;116;Vismia laevis;Hypericaceae;20,96
P17;117;Miconia poeppigii;Melastomataceae;23,76
P17;118;Inga multijuga;Fabaceae;31
P17;119;Vismia laevis;Hypericaceae;21,37
P17;120;Ilex nervosa;Aquifoliaceae;16,91
P17;121;Vismia laevis;Hypericaceae;18,59
P17;122;Vismia laevis;Hypericaceae;29,53
P17;123;Couepia platycalyx;Chrysobalanaceae;28,94
P17;124;Ruagea pubescens;Meliaceae;11,86
P17;125;Ocotea sp8;Lauraceae;11,46
P17;126;Inga sierrae;Fabaceae;20,29
P17;127;Croton magdalenensis;Euphorbiaceae;24,57
P17;128;Persea sp4;Lauraceae;14,67
P17;129;Clethra fagifolia;Clethraceae;10,31
P17;130;Ilex nervosa;Aquifoliaceae;13,4
P17;131;Billia rosea;Sapindaceae;12,38
P17;132;Calophyllum brasiliense;Calophyllaceae;29,72
P17;133;Ocotea sp8;Lauraceae;26,46
P17;134;Wettinia fascicularis;Arecaceae;11,13
P17;135;Elaeagia pastoensis;Rubiaceae;26,24
P17;136;Dendropanax sp1;Araliaceae;11,36
P17;137;Sloanea brevispina;Elaeocarpaceae;15,92
P17;138;Elaeagia pastoensis;Rubiaceae;12,19
P17;139;Elaeagia pastoensis;Rubiaceae;14,49
P17;140;Alchornea coelophylla;Euphorbiaceae;24,78
P17;141;Miconia poeppigii;Melastomataceae;14,83
P17;142;Guatteria lehmannii;Annonaceae;14,45
P17;143;Sloanea brevispina;Elaeocarpaceae;11,56
P17;144;Vismia laevis;Hypericaceae;17,18
P17;145;Ficus americana;Moraceae;18,05
P17;146;Hedyosmum racemosum;Chloranthaceae;20,53
P17;147;Ocotea sp8;Lauraceae;24,51
P17;148;Vismia laevis;Hypericaceae;20,13
P17;149;Vismia laevis;Hypericaceae;17,8
P17;150;Hedyosmum cuatrecazanum;Chloranthaceae;10,92
P17;151;Ilex nervosa;Aquifoliaceae;12,24
P17;152;Vismia laevis;Hypericaceae;10,03
P17;153;Ilex nervosa;Aquifoliaceae;15,43
P17;154;Vismia laevis;Hypericaceae;13,42
P17;155;Couepia platycalyx;Chrysobalanaceae;17,78
P17;156;Alchornea coelophylla;Euphorbiaceae;23,81
P17;157;Couepia platycalyx;Chrysobalanaceae;20,05
P17;158;Croton magdalenensis;Euphorbiaceae;18,3
P17;159;Ocotea sp8;Lauraceae;13,43
P17;160;Wettinia fascicularis;Arecaceae;12,64
P17;161;Symplocos sp1;Symplocaceae;14,27
P17;162;Hieronyma duquei;Phyllanthaceae;18,68
P17;163;Conostegia montana;Melastomataceae;21,37
P17;165;Hieronyma sp1;Phyllanthaceae;14,04
P17;166;Elaeagia pastoensis;Rubiaceae;23,61
P17;167;Hedyosmum cuatrecazanum;Chloranthaceae;22,96
P17;168;Tapura colombiana;Dichapetalaceae;20,03
P17;169;Vismia laevis;Hypericaceae;27,8
P17;170;Guatteria lehmannii;Annonaceae;20,42
P17;171;Couepia platycalyx;Chrysobalanaceae;14,45
P17;172;Elaeagia pastoensis;Rubiaceae;20,64
P17;173;Hieronyma sp1;Phyllanthaceae;16,77
P17;174;Alchornea coelophylla;Euphorbiaceae;32,61
P17;175;Elaeagia pastoensis;Rubiaceae;11,94
P17;176;Wettinia fascicularis;Arecaceae;11,11
P17;177;Tapura colombiana;Dichapetalaceae;16,78
P17;178;Guatteria lehmannii;Annonaceae;14,1
P17;179;Guatteria lehmannii;Annonaceae;12,24
P17;180;Guatteria lehmannii;Annonaceae;11,38
P17;181;Hieronyma sp1;Phyllanthaceae;22,33
P17;182;Hieronyma sp1;Phyllanthaceae;13
P17;183;Henriettella sp1;Melastomataceae;10,78
P17;184;Vismia baccifera;Hypericaceae;19,2
P17;185;Vismia laevis;Hypericaceae;16,52
P17;186;Beilschmiedia tovarensis;Lauraceae;16,99
P17;187;Hieronyma duquei;Phyllanthaceae;12,35
P17;188;Couepia platycalyx;Chrysobalanaceae;24,54
P17;189;Guatteria lehmannii;Annonaceae;18
P17;190;Guatteria lehmannii;Annonaceae;11,21
P17;191;Ocotea balanocarpa;Lauraceae;15,88
P17;192;Elaeagia pastoensis;Rubiaceae;12,64
P17;193;Matayba sp2;Sapindaceae;10,24
P17;194;Alchornea coelophylla;Euphorbiaceae;32,57
P17;195;Styrax sp3;Styracaceae;19,48
P17;196;Blakea sp2;Melastomataceae;15,44
P17;197;Hedyosmum cuatrecazanum;Chloranthaceae;13,91
P17;198;Ficus americana;Moraceae;9,54
P18;1;Rhodostemonodaphne kunthiana;Lauraceae;14,69
P18;2;Virola macrocarpa;Myristicaceae;11,66
P18;3;Pouteria sp13;Sapotaceae;18,93
P18;4;Pouteria torta;Sapotaceae;13,91
P18;5;Tetragastris panamensis;Burseraceae;42,67
P18;6;Lonchocarpus sp2;Fabaceae;12,64
P18;7;Cecropia peltata;Urticaceae;51,39
P18;8;Pouteria sp16;Sapotaceae;14,64
P18;9;Cecropia peltata;Urticaceae;15,88
P18;10;Stenostomum acreanum;Rubiaceae;65,7
P18;11;Pouteria torta;Sapotaceae;15,4
P18;12;Virola macrocarpa;Myristicaceae;15,8
P18;13;Dialium guianense;Fabaceae;60,61
P18;15;Calophyllum brasiliense;Calophyllaceae;15,35
P18;16;Pouteria sp16;Sapotaceae;20,43
P18;17;Pachira sp1;Malvaceae;11,09
P18;18;Apeiba glabra;Malvaceae;12,03
P18;19;Cecropia peltata;Urticaceae;16,39
P18;20;Myrcia florida;Myrtaceae;15,47
P18;21;;;11,27
P18;22;Diospyros artanthifolia;Ebenaceae;14,03
P18;23;Cecropia peltata;Urticaceae;16,89
P18;24;Virola macrocarpa;Myristicaceae;16,68
P18;25;Eschweilera sp2;Lecythidaceae;62,31
P18;26;Manilkara chicle;Sapotaceae;13
P18;27;Manilkara chicle;Sapotaceae;10,6
P18;28;Calophyllum brasiliense;Calophyllaceae;12,1
P18;29;Chrysochlamys sp1;Clusiaceae;20,53
P18;30;Eschweilera sp2;Lecythidaceae;51,98
P18;31;Rhodostemonodaphne kunthiana;Lauraceae;25,49
P18;32;Heisteria acuminata;Olacaceae;11,78
P18;33;Pouteria sp16;Sapotaceae;9,8
P18;34;Swartzia simplex;Fabaceae;10,91
P18;35;Virola macrocarpa;Myristicaceae;21,07
P18;36;Socratea exorrhiza;Arecaceae;12,37
P18;37;Pouteria sp16;Sapotaceae;17,75
P18;38;Simarouba amara;Simaroubaceae;14,9
P18;39;Vismia macrophylla;Hypericaceae;26,64
P18;40;Virola macrocarpa;Myristicaceae;34,58
P18;41;Guatteria sp3;Annonaceae;34,35
P18;42;Tapirira guianensis;Anacardiaceae;15,54
P18;43;Heisteria acuminata;Olacaceae;11,3
P18;44;Pouteria torta;Sapotaceae;39,62
P18;45;Pouteria sp16;Sapotaceae;15,9
P18;46;Eschweilera sp2;Lecythidaceae;40,85
P18;47;Apeiba glabra;Malvaceae;30,72
P18;48;Chrysochlamys sp1;Clusiaceae;15,11
P18;49;Chrysochlamys sp1;Clusiaceae;12,96
P18;50;Pouteria sp16;Sapotaceae;9,73
P18;51;Socratea exorrhiza;Arecaceae;10,07
P18;52;Tetragastris panamensis;Burseraceae;28,43
P18;53;Guatteria sp3;Annonaceae;12,7
P18;54;Heisteria acuminata;Olacaceae;12,03
P18;55;Otoba novogranatensis;Myristicaceae;11,66
P18;56;Tapirira guianensis;Anacardiaceae;52,55
P18;57;Virola macrocarpa;Myristicaceae;19,11
P18;58;Manilkara chicle;Sapotaceae;11,21
P18;59;Brosimum guianense;Moraceae;9,71
P18;60;Sterculia sp1;Malvaceae;11,63
P18;61;Myrcia florida;Myrtaceae;16,69
P18;62;Pouteria sp16;Sapotaceae;18,72
P18;63;Guatteria sp3;Annonaceae;18,77
P18;64;Socratea exorrhiza;Arecaceae;10,96
P18;65;Mouriri completens;Melastomataceae;11,36
P18;66;Otoba novogranatensis;Myristicaceae;31,61
P18;67;Chrysochlamys sp1;Clusiaceae;29,91
P18;68;Eschweilera sp2;Lecythidaceae;51,6
P18;69;Brownea rosa-de-monte;Fabaceae;9,24
P18;70;Manilkara chicle;Sapotaceae;12,05
P18;71;Lonchocarpus macrophyllus;Fabaceae;14,99
P18;72;;;10,69
P18;73;Otoba novogranatensis;Myristicaceae;44,75
P18;74;Eschweilera sp2;Lecythidaceae;46,22
P18;75;Chrysochlamys sp1;Clusiaceae;10,47
P18;76;Heisteria acuminata;Olacaceae;11,08
P18;77;Tapirira guianensis;Anacardiaceae;20,93
P18;78;Pouteria torta;Sapotaceae;25,59
P18;79;Virola macrocarpa;Myristicaceae;21,77
P18;80;Pouteria torta;Sapotaceae;54,54
P18;81;Tapirira guianensis;Anacardiaceae;45,22
P18;82;Ravenia sp1;Rutaceae;13,13
P18;83;Dialium guianense;Fabaceae;57,49
P18;84;Mouriri completens;Melastomataceae;10,71
P18;85;Virola macrocarpa;Myristicaceae;11,33
P18;86;Garcinia magnifolia;Clusiaceae;9,89
P18;87;Dipteryx oleifera;Fabaceae;90,4
P18;88;Garcinia magnifolia;Clusiaceae;22,09
P18;89;Pouteria sp16;Sapotaceae;31,35
P18;90;Heisteria acuminata;Olacaceae;10,19
P18;91;Aspidosperma desmanthum;Apocynaceae;12,67
P18;92;Heisteria acuminata;Olacaceae;11,42
P18;93;Otoba novogranatensis;Myristicaceae;12,41
P18;94;Pouteria torta;Sapotaceae;15,17
P18;95;Manilkara chicle;Sapotaceae;10,26
P18;96;Eschweilera sp2;Lecythidaceae;57,75
P18;97;Otoba novogranatensis;Myristicaceae;14,8
P18;98;Virola macrocarpa;Myristicaceae;14,01
P18;99;Heisteria acuminata;Olacaceae;10,08
P18;100;Eschweilera sp2;Lecythidaceae;67,46
P18;101;Ampelocera sp1;Ulmaceae;33,11
P18;102;Eschweilera sp2;Lecythidaceae;55,83
P18;103;Garcinia magnifolia;Clusiaceae;19,74
P18;104;Eschweilera sp2;Lecythidaceae;12,57
P18;105;Guatteria sp3;Annonaceae;9,48
P18;106;Virola macrocarpa;Myristicaceae;10,1
P18;107;Lonchocarpus macrophyllus;Fabaceae;11,21
P19;1;Aspidosperma desmanthum;Apocynaceae;42,75
P19;2;;;27,81
P19;3;Clarisia racemosa;Moraceae;19,8
P19;4;Virola macrocarpa;Myristicaceae;38,11
P19;5;Micropholis egensis;Sapotaceae;22,87
P19;6;Rhodostemonodaphne kunthiana;Lauraceae;22,27
P19;7;Lonchocarpus sp2;Fabaceae;29,97
P19;8;Ocotea sp8;Lauraceae;24,16
P19;9;Lonchocarpus sp2;Fabaceae;11,54
P19;10;Guarea pterorhachis;Meliaceae;12,25
P19;11;Manilkara chicle;Sapotaceae;58,87
P19;12;Micropholis egensis;Sapotaceae;13,91
P19;13;Pouteria sp17;Sapotaceae;15,76
P19;14;Tapirira guianensis;Anacardiaceae;27,03
P19;15;Protium panamense;Burseraceae;10,37
P19;16;Socratea exorrhiza;Arecaceae;13,85
P19;17;Chrysochlamys sp1;Clusiaceae;24,55
P19;18;Virola macrocarpa;Myristicaceae;17,95
P19;19;Manilkara chicle;Sapotaceae;13,02
P19;20;Lacistema aggregatum;Lacistemataceae;12,71
P19;21;Rhodostemonodaphne kunthiana;Lauraceae;11,17
P19;22;Virola macrocarpa;Myristicaceae;15,25
P19;23;Aspidosperma desmanthum;Apocynaceae;10,94
P19;24;Licania hypoleuca;Chrysobalanaceae;40,67
P19;25;;;40,74
P19;26;Garcinia magnifolia;Clusiaceae;15,55
P19;27;Ravenia sp1;Rutaceae;22,12
P19;28;Virola sp2;Myristicaceae;9,76
P19;29;;;12,02
P19;30;Virola macrocarpa;Myristicaceae;21,1
P19;31;Socratea exorrhiza;Arecaceae;12,75
P19;32;Chrysochlamys sp1;Clusiaceae;16,9
P19;33;Virola macrocarpa;Myristicaceae;23,08
P19;34;Rhodostemonodaphne kunthiana;Lauraceae;10,86
P19;35;Virola macrocarpa;Myristicaceae;21,31
P19;36;Eschweilera sp2;Lecythidaceae;10,73
P19;37;Eschweilera sp2;Lecythidaceae;50
P19;38;Virola macrocarpa;Myristicaceae;34,43
P19;39;Pouteria torta;Sapotaceae;10,88
P19;40;Virola macrocarpa;Myristicaceae;28,59
P19;41;Batocarpus costaricensis;Moraceae;29,73
P19;42;Virola macrocarpa;Myristicaceae;23,57
P19;43;Ocotea sp22;Lauraceae;20,95
P19;44;Otoba novogranatensis;Myristicaceae;26,51
P19;45;Chrysophyllum lucentifolium;Sapotaceae;50,07
P19;46;Chrysochlamys sp1;Clusiaceae;26,55
P19;47;Cordia lasiocalyx;Boraginaceae;19,04
P19;48;Chrysochlamys sp1;Clusiaceae;14,29
P19;49;;;27,95
P19;50;Cosmibuena grandiflora;Rubiaceae;51,43
P19;51;Eschweilera sp2;Lecythidaceae;63,93
P19;52;Eschweilera sp2;Lecythidaceae;33,36
P19;53;Licania hypoleuca;Chrysobalanaceae;12,58
P19;54;Otoba novogranatensis;Myristicaceae;12,97
P19;55;Eschweilera sp2;Lecythidaceae;38,33
P19;56;Lonchocarpus macrophyllus;Fabaceae;13,11
P19;57;Guatteria sp3;Annonaceae;17,08
P19;58;Manilkara chicle;Sapotaceae;24,73
P19;59;Terminalia amazonia;Combretaceae;37,02
P19;60;Brownea rosa-de-monte;Fabaceae;13,53
P19;61;Manilkara chicle;Sapotaceae;16,2
P19;62;Mouriri completens;Melastomataceae;12,34
P19;63;Otoba novogranatensis;Myristicaceae;17,68
P19;64;Manilkara chicle;Sapotaceae;12,75
P19;65;Astrocaryum standleyanum;Arecaceae;18,09
P19;66;Tapirira guianensis;Anacardiaceae;34,27
P19;68;Lonchocarpus sp2;Fabaceae;48,31
P19;69;Eschweilera sp2;Lecythidaceae;62,6
P19;70;Amphitecna latifolia;Bignoniaceae;19,99
P19;71;Socratea exorrhiza;Arecaceae;10,65
P19;72;Mouriri completens;Melastomataceae;19,14
P19;73;Eschweilera sp2;Lecythidaceae;54,9
P19;74;Chrysochlamys sp1;Clusiaceae;24,76
P19;75;Pouteria torta;Sapotaceae;40,01
P19;76;Chrysochlamys sp1;Clusiaceae;20,47
P19;77;Chrysochlamys sp1;Clusiaceae;13,06
P19;78;Otoba novogranatensis;Myristicaceae;15,4
P19;79;Virola macrocarpa;Myristicaceae;14,07
P19;80;Otoba novogranatensis;Myristicaceae;11,49
P19;81;Eschweilera sp2;Lecythidaceae;27,48
P19;82;Chrysochlamys sp1;Clusiaceae;12,8
P19;83;Otoba novogranatensis;Myristicaceae;23,56
P19;84;Eschweilera sp2;Lecythidaceae;39,78
P19;85;Otoba novogranatensis;Myristicaceae;33,34
P19;86;Eschweilera sp2;Lecythidaceae;38,97
P19;87;Heisteria acuminata;Olacaceae;28,61
P19;88;Virola macrocarpa;Myristicaceae;23,91
P19;89;Brownea rosa-de-monte;Fabaceae;12,26
P19;90;Eschweilera sp2;Lecythidaceae;61,99
P19;91;Brownea rosa-de-monte;Fabaceae;12,24
P19;92;Otoba novogranatensis;Myristicaceae;37,41
P19;93;Pouteria sp13;Sapotaceae;10,31
P19;94;Otoba novogranatensis;Myristicaceae;17,13
P19;95;Eschweilera sp2;Lecythidaceae;19,38
P19;96;Manilkara chicle;Sapotaceae;19,48
P19;97;Virola macrocarpa;Myristicaceae;12,97
P19;98;Brownea rosa-de-monte;Fabaceae;11,27
P19;99;Chrysochlamys eclipes;Clusiaceae;14,77
P19;101;Garcinia magnifolia;Clusiaceae;16,3
P19;102;Chrysochlamys sp1;Clusiaceae;13,47
P19;103;Socratea exorrhiza;Arecaceae;12,36
P19;104;Lonchocarpus sp2;Fabaceae;19,23
P19;105;Simarouba amara;Simaroubaceae;10,6
P19;106;Ampelocera sp1;Ulmaceae;13,66
P19;107;Protium panamense;Burseraceae;26,25
P19;108;Tapirira guianensis;Anacardiaceae;23,59
P19;109;Protium panamense;Burseraceae;24,18
P19;110;Virola macrocarpa;Myristicaceae;14,72
P19;111;;;33,77
P19;112;Pouteria torta;Sapotaceae;24,77
P19;113;Terminalia amazonia;Combretaceae;12,44
P19;114;Aspidosperma desmanthum;Apocynaceae;10,44
P19;115;Brownea rosa-de-monte;Fabaceae;11,05
P19;116;Guatteria sp3;Annonaceae;15,02
P19;117;Ocotea sp22;Lauraceae;27,38
P19;118;Virola macrocarpa;Myristicaceae;20,22
P19;119;Otoba novogranatensis;Myristicaceae;35,57
P19;120;Mouriri completens;Melastomataceae;12,39
P19;121;Otoba novogranatensis;Myristicaceae;20,47
P19;122;Tetragastris panamensis;Burseraceae;29,48
P19;123;Protium sp1;Burseraceae;12
P19;124;Brownea rosa-de-monte;Fabaceae;11,41
P19;125;Virola macrocarpa;Myristicaceae;11,51
P19;126;Mouriri completens;Melastomataceae;11,18
P19;127;Protium panamense;Burseraceae;29,48
P19;128;Protium panamense;Burseraceae;9,74
P19;129;Virola macrocarpa;Myristicaceae;26,96
P19;130;Pouteria torta;Sapotaceae;14,47
P19;131;Manilkara chicle;Sapotaceae;20,92
P19;132;Eschweilera sp2;Lecythidaceae;39,15
P19;133;Orphanodendron sp1;Fabaceae;14,63
P19;134;Otoba novogranatensis;Myristicaceae;12,27
P19;135;Micropholis egensis;Sapotaceae;18,88
P19;136;Pouteria sp1;Sapotaceae;10,35
P19;137;Rhodostemonodaphne kunthiana;Lauraceae;24,41
P19;138;Rhodostemonodaphne kunthiana;Lauraceae;31,86
P20;1;Matudaea colombiana;Hamamelidaceae;34,62
P20;2;Matudaea colombiana;Hamamelidaceae;14,77
P20;3;Matudaea colombiana;Hamamelidaceae;13,31
P20;4;Matudaea colombiana;Hamamelidaceae;11,3
P20;5;Persea rigens;Lauraceae;31,53
P20;6;Neea amplifolia;Nyctaginaceae;24,64
P20;7;Hasseltia lateriflora;Salicaceae;10,35
P20;8;Calophyllum brasiliense;Calophyllaceae;13,13
P20;9;Aegiphila alba;Lamiaceae;22,67
P20;10;Saurauia laevigata;Actinidiaceae;12,94
P20;11;Meliosma sp4;Sabiaceae;13,62
P20;12;Matayba elegans;Sapindaceae;22,76
P20;13;Pleurothyrium sp1;Lauraceae;10,61
P20;14;Persea rigens;Lauraceae;15,09
P20;15;Huertea granadina;Tapisciaceae;11,43
P20;16;Persea americana;Lauraceae;9,69
P20;17;Aparisthmium cordatum;Euphorbiaceae;27,22
P20;18;Sapium cuatrecasii;Euphorbiaceae;16,46
P20;19;Pouteria lucuma;Sapotaceae;12,16
